foundation,tax_year,recipient,amount,purpose,city,state,irs_object_id
Charles and Lynn Schusterman Family Foundation,2021,JEWISH FUNDERS NETWORK,250000,CANVAS,ST NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,JEWISH FUNDERS NETWORK,83000,GENERAL OPERATING SUPPORT,ST NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,JEWISH JUMPSTART,25000,JLENS GENERAL OPERATING SUPPORT,SAN FRANCISCO,CA,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,JEWISH KIDS GROUPS FOUNDATION INC,15000,JCRIF TECHNICAL ASSISTANCE GRANT,ATLANTA,GA,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,JEWISH MUSEUM,3600,GENERAL OPERATING SUPPORT,ST NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,JEWISH PARTISAN EDUCATIONAL FOUNDATION INC PO BOX 159004,1800,GENERAL OPERATING SUPPORT,SAN FRANCISCO,CA,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,JEWISH SOCIAL RESPONSE,36000,CAREER UP NOW,DRIVE LAS VEGAS,NV,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,JEWISH WOMEN INTERNATIONAL,250000,"COMMUNITY, TRAINING AND ECONOMIC SECURITY FOR JEWISH DOMESTIC VIOLENCE SURVIVORS AND PROGRAMS",WASHINGTON,DC,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,JEWISH WOMEN INTERNATIONAL,5360,GENERAL OPERATING SUPPORT,WASHINGTON,DC,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,JEWISH WOMEN'S ARCHIVE INC ONE HARVARD STREET BROOKLINE,25000,GENERAL OPERATING SUPPORT,,,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,JEWS IN TECH,18000,GENERAL OPERATING SUPPORT,STREET NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,"JHPIEGO, AN AFFILIATE OF JOHNS HOPKINS UNIVERSITY",25000,,,,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,JIMENA INC.,105000,,,,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,"JOBS FOR AMERICA'S GRADUATES, INC.",40000,SUMMER LEARNING GRANT,KING ST ALEXANDRIA,VA,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,JOHN HOPE FRANKLIN CENTER FOR RECONCILIATION INC,20000,GENERAL OPERATING SUPPORT,GREENWOOD AVE TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,JOHN N. GARDNER INSTITUTE FOR EXCELLENCE IN UNDERGRADUATE EDUCATION PO BOX 72,9626,TULSA HIGHER EDUCATION SUPPORT,BREVARD,NC,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,JOSEPH SLIFKA CENTER FOR JEWISH LIFE AT YALE,1000000,CAPITAL CAMPAIGN,ST NEW HAVEN,CT,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,JOSEPH SLIFKA CENTER FOR JEWISH LIFE AT YALE,150000,ENGAGEMENT OF YALE STUDENTS IN JEWISH LIFE ON CAMPUS AND IN ISRAEL,ST NEW HAVEN,CT,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,JOYFUL HEART FOUNDATION,175000,GENERAL OPERATING SUPPORT,BROOKLYN,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,JPRO NETWORK INC,75000,GENERAL OPERATING SUPPORT,NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,JTA-MJL NEW CORP.,400000,GENERAL OPERATING SUPPORT,NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,JUVENILE LAW CENTER,250000,GENERAL OPERATING SUPPORT,B PHILADELPHIA,PA,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,"KANSAS APPLESEED CENTER FOR LAW AND JUSTICE, INC.",2000,GENERAL OPERATING SUPPORT TO THE DEBT FREE JUSTICE CAMPAIGN,TH ST LAWRENCE,KS,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,"KESHET (DIVERSITY) UK REGINA HOUSE, 124 FINCHLEY ROAD LONDON, NW3 5JS GENERAL OPERATING SUPPORT",55000,,,,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,CHARITY NO.,600000,EDUCATION AND TRAINING FOR LGBTQ EQUALITY IN JEWISH LIFE: A STRATEGIC GROWTH PLAN,ST JAMAICA PLAIN,MA,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,KESHET INC,75000,EQUALITY ACT CAMPAIGN,ST JAMAICA PLAIN,MA,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,KESHET INC,25000,GENERAL OPERATING SUPPORT,ST JAMAICA PLAIN,MA,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,KESHET INC,4140,GRANTEE CARE AND SUPPORT FUND,ST JAMAICA PLAIN,MA,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,KIPP FOUNDATION,500000,GENERAL OPERATING SUPPORT,SAN FRANCISCO,CA,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,KIPP FOUNDATION,250000,KIPP CEO DISCRETIONARY FUND,SAN FRANCISCO,CA,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,KIPP FOUNDATION,55772,KIPP NEW ORLEANS MATCH FUND,SAN FRANCISCO,CA,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,KIPP TULSA ACADEMY COLLEGE PREPARATORY INC,125000,GENERAL OPERATING SUPPORT,VIRGIN ST TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,KNOWLEDGEWORKS FOUNDATION,250000,REMIQS,CINCINNATI,OH,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,LATINO YOUTH COLLECTIVE OF INDIANA,27500,SUMMER PROGRAMMING SUPPORT,TH ST. INDIANAPOLIS,IN,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,LATINOS FOR EDUCATION INC,400000,GENERAL OPERATING SUPPORT,PAYSON ROAD BELMONT,MA,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,LEADERSHIP FOR EDUCATIONAL EQUITY FOUNDATION,2000000,GENERAL OPERATING SUPPORT,STREET NW WASHINGTON,DC,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,LEADERSHIP TULSA INC,50000,CIVIC LEADERSHIP PROGRAM PILOT,ELGIN AVE TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,LEADERSHIP TULSA INC,40000,TULSA CHANGEMAKERS,ELGIN AVE TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,LEADING EDGE ALLIANCE INC,1000000,GENERAL OPERATING SUPPORT,FLOOR NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,LEADING EDGE ALLIANCE INC,2340,GRANTEE CARE AND SUPPORT FUND,FLOOR NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,LEADING EDGE ALLIANCE INC,600000,LEADING EDGE: TALENT COMPASS,FLOOR NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,LEADING EDUCATORS INC,1750000,GENERAL OPERATING SUPPORT,BLVD NEW ORLEANS,LA,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,LEAGUE OF WOMEN VOTERS OF METROPOLITAN TULSA,5000,GENERAL OPERATING SUPPORT,LEWIS AVENUE TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,LEARNING FORWARD,150000,GENERAL OPERATING GRANT,D DALLAS,TX,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,LEARNING FORWARD,250000,TITLE II POLICY & ADVOCACY,D DALLAS,TX,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,LEGAL AID SERVICES OF OKLAHOMA INC,300000,HIGH QUALITY LEGAL REPRESENTATION FOR PARENTS IN CASES INVOLVING ABUSE AND NEGLECT: A PILOT PROGRAM FOR TULSA COUNTY,OKLAHOMA CITY,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,LEUKEMIA AND LYMPHOMA SOCIETY INC,10000,GENERAL OPERATING SUPPORT,BROADWAY OKLAHOMA CITY,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,LIFE PIECES TO MASTERPIECES,100000,SUMMER LEARNING GRANT,TH FLOOR WASHINGTON,DC,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,LIFES DOOR INC,100000,GENERAL OPERATING SUPPORT,ISLAND AVE BROOKLYN,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,LITTLE FREE LIBRARY LTD,10000,READ IN COLOR TULSA,ROAD A HUDSON,WI,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,"CHARITY, TYPE 1 LOCAL PROGRESS POLICY INSTITUTE",200000,PROJECT SUPPORT: REDEFINING PUBLIC SAFETY AND THRIVING COMMUNITIES,STREET NW WASHINGTON,DC,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,M2 THE INSTITUTE FOR EXPERIENTIAL JEWISH EDUCATION,137500,CENTER FOR VALUES IN ACTION (JCRIF RESET),RD ST BROOKLYN,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,MAKE THE ROAD STATES INC.,25000,THE DREAM AMBASSADOR PROGRAM,GROVE STREET BROOKLYN,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,MANAGEMENT LEADERSHIP FOR TOMORROW,2000000,BLACK EQUITY WORKPLACE INITIATIVE,BETHESDA,MD,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,MARSHALL PROJECT INC,500000,GENERAL OPERATING SUPPORT,NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,MASLOW DEVELOPMENT INC.,150000,GENERAL OPERATING SUPPORT,HILL DR MEMPHIS,TN,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,MATRICULATE INC,250000,GENERAL OPERATING SUPPORT,STREET NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,MCLEAN HOSPITAL CORPORATION,33750,"HARVARD PEAR INSTITUTE, TULSA STEM PROGRAM MEASUREMENT",BELMONT,MA,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,MENTAL HEALTH ASSOCIATION IN TULSA INC DBA MENTAL HEALTH ASSOCIATION OKLAHOMA,60618,,,,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,MET CARES FOUNDATION INC,125000,,,,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,MET CARES FOUNDATION INC,50000,,,,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,MIDDLE EAST MEDIA AND RESEARCH INSTITUTE INC,18000,GENERAL OPERATING SUPPORT,STREET NW WASHINGTON,DC,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,MIDWEST ACCESS COALITION PO BOX 408363,500000,GENERAL OPERATING SUPPORT AND PROJECT SUPPORT FOR APIARY,CHICAGO,IL,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,MODUS INC,35000,GENERAL OPERATING SUPPORT,HARVARD AVENUE TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,MOISHE HOUSE,2500000,FURTHER EXPANDING MOISHE HOUSE'S STRUCTURE AND REACH TO MAKE JEWISH LIFE FOR YOUNG ADULTS EVEN MORE ACCESSIBLE AND EXCITING,ENCINITAS,CA,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,MOISHE HOUSE,12600,GRANTEE CARE AND SUPPORT FUND,ENCINITAS,CA,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,MOISHE HOUSE,35000,JCRIF BASE MOISHE HOUSE MERGER,ENCINITAS,CA,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,MOISHE HOUSE,29400,JEWISH LEARNING COLLABORATIVE (JCRIF RESET),ENCINITAS,CA,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,MOMSRISING EDUCATION FUND,75000,GENERAL OPERATING SUPPORT,B BELLEVUE,WA,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,MOVING TRADITIONS,65000,GENERAL OPERATING SUPPORT,ROAD ELKINS PARK,PA,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,MULTIDISCIPLINARY ASSOCIATION FOR PSYCHEDELIC STUDIES,250000,TRAINING SCHOLARSHIPS FOR MDMA THERAPISTS OF COLOR,STREET SANTA CRUZ,CA,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,NAACP LEGAL DEFENSE & EDUC FUND INC,500000,GENERAL OPERATING SUPPORT,FLOOR NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,NATIONAL ABORTION FEDERATION,50000,OKLAHOMA-BASED FUND AND ACTIVITIES WITH A TULSA FOCUS,NW WASHINGTON,DC,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,NATIONAL ABORTION FEDERATION,100000,PROJECT GRANT FOR ABORTION CARE SECTOR DISRUPTION STUDY,NW WASHINGTON,DC,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,"CHARITY, TYPE 1 NATIONAL ASIAN PACIFIC AMERICAN WOMENS FORUM PO BOX 13255 CHICAGO",400000,GENERAL OPERATING SUPPORT,,,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,NATIONAL BOARD FOR PROFESSIONAL TEACHING STANDARDS INC.,500000,"BUILDING AN ACCOMPLISHED, DIVERSE AND ANTI-RACIST TEACHING PROFESSION",ARLINGTON,VA,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,NATIONAL COMMITTEE FOR RESPONSIVE PHILANTHROPY,30000,GENERAL OPERATING SUPPORT,WASHINGTON,DC,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,NATIONAL COUNCIL FOR INCARCERATED AND FORMERLY INCARCERATED WOMEN AND GIRLS,125000,GENERAL OPERATING SUPPORT,WARREN STREET ROXBURY,MA,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,NATIONAL COUNCIL FOR THE SOCIAL STUDIES,133625,SOCIAL STUDIES STANDARDS REVISIONS PLANNING GRANT,SILVER SPRING,MD,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,NATIONAL COUNCIL OF JEWISH WOMEN INCORPORATED,250000,GENERAL OPERATING SUPPORT,ST NW WASHINGTON,DC,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,NATIONAL DOMESTIC WORKERS ALLIANCE INC,2080000,EQUALITY CAN'T WAIT CHALLENGE - BUILDING WOMEN'S EQUALITY THROUGH STRENGTHENING THE CARE INFRASTRUCTURE,NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,NATIONAL DOMESTIC WORKERS ALLIANCE INC,500000,GENERAL OPERATING SUPPORT,NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,NATIONAL FAMILY PLANNING & REPRODUCTIVE HEALTH ASSOCIATION,500000,GENERAL OPERATING SUPPORT,AVE NW WASHINGTON,DC,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,NATIONAL HOUSING & COMMUNITY DEVELOPMENT LAW PROJECT,350000,GENERAL OPERATING SUPPORT,SAN FRANCISCO,CA,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,NATIONAL LEGAL AID AND DEFENDER ASSOCIATION,315000,PROJECT GRANT TO SUPPORT THE NATIONAL CAMPAIGN TO END PUBLIC DEFENDER FEES,WASHINGTON,DC,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,NATIONAL LOW INCOME HOUSING COALITION,200000,COVID-19 RENTAL ASSISTANCE INITIATIVES,VERMONT AVENUE WASHINGTON,DC,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,NATIONAL LOW INCOME HOUSING COALITION,1250000,GENERAL OPERATING SUPPORT,VERMONT AVENUE WASHINGTON,DC,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,NATIONAL MUSEUM OF AMERICAN JEWISH HISTORY,1800,GENERAL OPERATING SUPPORT,MALL E PHILADELPHIA,PA,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,NATIONAL NETWORK OF ABORTION FUND PO BOX 170280,1600000,GENERAL OPERATING AND PROJECT SUPPORT FOR THE CRISIS RELIEF CAMPAIGN,BOSTON,MA,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,NATIONAL ORGANIZATION FOR WORKING AMERICANS AND EDUCATION FUND PO BOX 21961,250000,GENERAL OPERATING SUPPORT TO WORKMONEY,SEATTLE,WA,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,NATIONAL PARENTS UNION INC,100000,GENERAL OPERATING SUPPORT,PLEASANT ST MALDEN,MA,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,NATIONAL WOMEN'S LAW CENTER,700000,GENERAL OPERATING SUPPORT,WASHINGTON,DC,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,NEGOTIATION STRATEGIES INSTITUTE,108000,MONITORING PROJECT NSI,WASHINGTON D.C.,DC,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,OPERATING NEGOTIATION STRATEGIES INSTITUTE,28000,RAPID WORKSHOP ISRAELI LEADERS,WASHINGTON D.C.,DC,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,OPERATING NEO PHILANTHROPY,25000,EMERGENCY GENERAL SUPPORT FOR WE TESTIFY,STREET NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,NEO PHILANTHROPY,200000,FOUR FREEDOMS FUND RAPID RESPONSE FUND,STREET NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,NEO PHILANTHROPY,200000,GENERAL OPERATING SUPPORT,STREET NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,NETWORK FOR RESEARCH IN JEWISH EDUCATION INC,5000,GENERAL OPERATING SUPPORT,CORAL SPRINGS,FL,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,NEW AMERICA FOUNDATION,400000,NEW PRACTICE LAB,WASHINGTON,DC,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,NEW HOPE OKLAHOMA INC,35000,GENERAL OPERATING SUPPORT,CINCINNATI AVE TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,NEW LEADERS,619400,END RACISM PHASE III,NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,NEW LEADERS,2000000,GENERAL OPERATING SUPPORT,NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,NEW LEADERS,1000000,MOREHOUSE SCHOOL LEADER PROGRAM,NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,NEW MEXICO COMMUNITY CAPITAL,2080000,EQUALITY CAN'T WAIT CHALLENGE - THE FUTURE IS INDIGENOUS WOMXN,ALBUQUERQUE,NM,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,NEW ORLEANS ABORTION FUND PO BOX 770141,200000,GENERAL OPERATING SUPPORT,NEW ORLEANS,LA,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,NEW SANCTUARY MIGRANT EMPOWERMENT CENTER PO BOX 471513,10000,GENERAL OPERATING SUPPORT,TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,NEW SCHOOLS FOR NEW ORLEANS INC,500000,CONTINUED SUPPORT FOR INSTRUCTIONAL QUALITY INITIATIVE,NEW ORLEANS,LA,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,NEW SCHOOLS FUND,30000,DEI FUNDER COP,FRANKLIN STREET OAKLAND,CA,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,NEW TEACHER CENTER,5225000,GENERAL OPERATING SUPPORT,SANTA CRUZ,CA,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,NEW VENTURE FUND,125000,CITIES AND COUNTIES FOR FINE AND FEE JUSTICE WITH FINES AND FEES JUSTICE CENTER,A WASHINGTON,DC,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,NEW VENTURE FUND,1000000,FAIR REPRESENTATION IN REDISTRICTING,A WASHINGTON,DC,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,NEW VENTURE FUND,325000,SEEK COMMON GROUND AND FOR THE LAUNCH OF AN INSTRUCTIONAL MATERIALS IMPACT GROUP,A WASHINGTON,DC,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,NEW VENTURE FUND,1080,SRE NETWORK GRANTEE CARE AND SUPPORT FUND,A WASHINGTON,DC,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,NEW VENTURE FUND,12000,SRE NETWORK: CONVENING WOMEN CEOS OF JEWISH ORGANIZATIONS,A WASHINGTON,DC,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,NEW YORK COMMUNITY TRUST,1800,GENERAL OPERATING SUPPORT,AVE NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,NEW YORK UNIVERSITY,250000,GENERAL OPERATING SUPPORT,BROADWAY NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,NOBLE NETWORK OF CHARTER SCHOOLS,250000,GENERAL OPERATING SUPPORT,CHICAGO,IL,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,NORTH AMERICAN FRIENDS OF ORANIM INC,5000,MUKI TSUR TRIBUTE FUND,CHASM ROAD BAYSIDE,WI,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,NORTH CAROLINA A&T REAL ESTATE FOUNDATION INC. PO BOX 20366 GREENSBORO,400000,SCHOLARSHIPS FOR ASPIRING BLACK EDUCATORS,,,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,OAKLAND REACH,200000,,,,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,ODELL EDUCATION LLC,200000,FACILITATING STUDENT-LED LEARNING COMMUNITIES,PARKSIDE DRIVE PRINCETON,NJ,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,46-4990631 FOR PROFIT OKLAHOMA ARTS INSTITUTE,10000,SUMMER ARTS INSTITUTE STUDENT SCHOLARSHIPS,ST OKLAHOMA CITY,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,OKLAHOMA BLACK CAUCUS FOUNDATION INC,5000,GENERAL OPERATING SUPPORT,BLVD OKLAHOMA CITY,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,OKLAHOMA B'NAI B'RITH HILLEL FOUNDATION,8000,GENERAL OPERATING SUPPORT,ELM AVE NORMAN,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,OKLAHOMA CENTER FOR NONPROFITS INC,25000,GENERAL OPERATING SUPPORT,OKLAHOMA CITY,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,OKLAHOMA CONFERENCE FOR COMMUNITY AND JUSTICE INC,30000,GENERAL OPERATING SUPPORT,TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,OKLAHOMA FOUNDATION FOR EXCELLENCE,10000,PROGRAM SUPPORT FOR EDUCATION,OKLAHOMA CITY,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,OKLAHOMA INSTITUTE FOR CHILD ADVOCACY,25000,GENERAL OPERATING SUPPORT,OKLAHOMA CITY,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,OKLAHOMA POLICY INC,1500,CLC STRATEGIC PLANNING GRANT,TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,OKLAHOMA POLICY INC,75000,GENERAL OPERATING SUPPORT,TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,OKLAHOMA POLICY INC,1000,TULSA CLC WEBSITE DEVELOPMENT,TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,OKLAHOMA PUBLIC SCHOOL RESOURCE CENTER INC,500,"CODE.ORG PROFESSIONAL DEVELOPMENT, SUMMER SCHOLARSHIPS FOR TULSA AREA TEACHERS",OKLAHOMA CITY,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,OKLAHOMA PUBLIC SCHOOL RESOURCE CENTER INC,100000,GENERAL OPERATING SUPPORT AND TEACHING & LEADING INITIATIVE SCHOOL LEADER COHORT,OKLAHOMA CITY,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,OKLAHOMA STATE UNIVERSITY FOUNDATION,50000,A STATELY AFFAIR,NORTH HALL TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,OKLAHOMA STATE UNIVERSITY FOUNDATION,325000,OSU-TULSA CONTINUATION SCHOLARSHIP,NORTH HALL TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,OKLAHOMA STATE UNIVERSITY FOUNDATION,25000,OSU-TULSA EMERGENCY AID PROGRAM,NORTH HALL TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,OKLAHOMA WATCH INC,10000,GENERAL OPERATING SUPPORT,OKLAHOMA CITY,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,OKLAHOMA WATCH INC,5000,REPORT FOR AMERICA CORPS MEMBERS,OKLAHOMA CITY,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,OKLAHOMANS FOR EQUALITY INC PO BOX 2687,25000,GENERAL OPERATING SUPPORT,TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,ONEGOAL,100000,,,,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,ONETABLE,700000,GENERAL OPERATING SUPPORT,S NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,ONETABLE,6660,GRANTEE CARE AND SUPPORT FUND,S NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,ONWARD ISRAEL USA INC.,250000,GENERAL OPERATING SUPPORT,AVE NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,ONWARD ISRAEL USA INC.,4320,GRANTEE CARE AND SUPPORT FUND,AVE NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,OPEN UP RESOURCES PO BOX 969,200000,BOOKWORMS PHASE II,GLADSTONE,OR,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,OPEN UP RESOURCES PO BOX 969,20000,DEI ACCELERATOR PARTICIPATION,GLADSTONE,OR,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,OPERATION BENJAMIN INC,1800,GENERAL OPERATING SUPPORT,STREET WEST HEMPSTEAD,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,"OSBORNE ASSOCIATION, INC.",150000,PROJECT SUPPORT TO #BEYONDROSIES,WESTCHESTER AVENUE BRONX,NY,char500:731312965_2021
