foundation,tax_year,recipient,amount,purpose,city,state,irs_object_id
Charles and Lynn Schusterman Family Foundation,2021,OSHMAN FAMILY JEWISH COMMUNITY CENTER,100000,Z3 INSPIRE ACTION,LIFE PALO ALTO,CA,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,OUR VOICE NUESTRA VOZ,100000,HURRICANE RELIEF,BATON ROUGE,LA,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,PALESTINIAN INTERNSHIP PROGRAM INC,24000,PALESTINIAN INTERNSHIP & MENTORSHIP PROGRAM,STREET NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,PANORAMA GLOBAL,300000,GENERAL OPERATING SUPPORT,SEATTLE,WA,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,PANORAMA GLOBAL,500000,WHITE HOUSE COMMUNITY VIOLENCE INITIATIVE COLLABORATIVE,SEATTLE,WA,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,PARENT CHILD CENTER OF TULSA INC,35000,ANTI-BULLYING COLLABORATION AND GENERAL OPERATING SUPPORT,BOSTON AVE TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,PARENT CHILD CENTER OF TULSA INC,50000,VOCA CUTS ASSISTANCE,BOSTON AVE TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,PARK CITY COMMUNITY FOUNDATION PO BOX 681499,25000,GENERAL OPERATING SUPPORT,PARK CITY,UT,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,"PARKSIDE, INC.",50000,YOUTH BASED NEURODEVELOPMENTAL TRAINING PROGRAM FOR STAFF,TH ST TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,PARTNERS IN HEALTH A NONPROFIT CORPORATION,1000000,GENERAL OPERATING SUPPORT,BOSTON,MA,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,PARTNERSHIP FOR SAFETY AND JUSTICE,380858,GENERAL OPERATING SUPPORT FOR HEALTH JUSTICE RECOVERY ALLIANCE TO IMPLEMENT OREGON MEASURE 110,ND AVENUE PORTLAND,OR,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,PHILBROOK MUSEUM OF ART INC PO BOX 52510,1800,GENERAL OPERATING SUPPORT,TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,PHILBROOK MUSEUM OF ART INC PO BOX 52510,25000,MATCHING GRANT TO FAMILY PROGRAMMING,TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,PHILOS PROJECT INC,250000,PHILOS LEADERSHIP INSTITUTE,STREET NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,PHYSICIANS FOR REPRODUCTIVE HEALTH INC,200000,GENERAL OPERATING SUPPORT,BROADWAY NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,"PLANNED PARENTHOOD FEDERATION OF AMERICA, INC.",500000,EXPANSION OF MEDICATION ABORTION VIA TELEMEDICINE PLUS ACCOMPANYING GENERAL OPERATING SUPPORT,ST NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,"PLANNED PARENTHOOD FEDERATION OF AMERICA, INC.",1000000,GENERAL OPERATING SUPPORT,ST NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,"PLANNED PARENTHOOD FEDERATION OF AMERICA, INC.",1000000,PROJECT SUPPORT FOR PATIENT ABORTION ACCESS,ST NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,PLANNED PARENTHOOD OF ARKANSAS AND EASTERN OKLAHOMA,35000,GENERAL OPERATING SUPPORT,STREET OVERLAND PARK,KS,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,PLANNED PARENTHOOD OF ARKANSAS AND EASTERN OKLAHOMA,100000,GP OKLAHOMA EMERGENCY SURGE OPERATIONS GRANT,STREET OVERLAND PARK,KS,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,POLICY INNOVATORS IN EDUCATION NETWORK INC,200000,GENERAL OPERATING SUPPORT,HENNEPIN AVE MINNEAPOLIS,MN,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,POLICYLINK,25000,BUILDING BEYOND POLICING VIRTUAL SUMMIT,OAKLAND,CA,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,PRACTICE MAKES PERFECT HOLDINGS PBC,500000,VIRTUAL SUMMER PROGRAMMING SUPPORT,BROADWAY NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,81-1307746 FOR PROFIT PROJECT ELF INC,20000,GENERAL OPERATING SUPPORT,TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,PROJECT KESHER,100000,GENERAL OPERATING SUPPORT,NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,PROPEL AMERICA,250000,PROPOSAL TO RHODE ISLAND,BOSTON,MA,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,PROTECT DEMOCRACY PROJECT,500000,GENERAL OPERATING SUPPORT,AVE NE WASHINGTON,DC,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,PROTEUS FUND INC,250000,GENERAL OPERATING SUPPORT,RESEARCH DRIVE AMHERST,MA,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,PUBLIC AGENDA INC,157650,TEACHER NARRATIVES EXPANDED COMMUNICATIONS STRATEGY,BROOKLYN,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,PUBLIC IMPACT,200000,SUPPORT FOR OPPORTUNITY CULTURE,MAIN STREET CARRBORO,NC,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,56-2200264 FOR PROFIT PUBLIC POLICY AND EDUCATION FUND OF NEW YORK INC,12000,GENERAL OPERATING SUPPORT,CENTRAL AVE ALBANY,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,RAMAH IN THE ROCKIES,150000,BAMIDBAR WILDERNESS THERAPY,DENVER,CO,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,RAND CORPORATION,500000,AMERICAN INSTRUCTIONAL RESOURCES SURVEY,STREET SANTA MONICA,CA,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,RE:POWER FUND,250000,GENERAL OPERATING SUPPORT,NICOLLET AVE MINNEAPOLIS,MN,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,"CHARITY, TYPE 1 REACH OUT AND READ INC",25000,RX FOR EARLY LITERACY IN THE TULSA METROPOLITAN REGION,BOSTON,MA,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,READING PARTNERS,215000,GENERAL OPERATING SUPPORT,TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,REBOOT,200000,GENERAL OPERATING SUPPORT,LONGMEADOW,MA,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,RECIDIVIZ INC,500000,CEMENT THE CHANGE,PINE LN PROVO,UT,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,RECTOR & VISITORS OF THE UNIVERSITY OF VIRGINIA,-51123,DCPS LEAP RESEARCH PROJECT,CHARLOTTSVILLE,VA,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,RECTOR & VISITORS OF THE UNIVERSITY OF VIRGINIA OFFICE OF SPONSORED PROGRAMS 1001 NORTH EMMET STREET,482509,RESEARCH FUNDING FOR IPG/IPRT,CHARLOTTSVILLE,VA,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,REGENTS OF THE UNIVERSITY OF CALIFORNIA AT BERKELEY,250000,DEBT FREE JUSTICE CAMPAIGN AT THE UC BERKELEY POLICY ADVOCACY CLINIC,ALUMNI RELATIONS BERKELEY,CA,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,REGENTS OF THE UNIVERSITY OF MICHIGAN,85000,POVERTY SOLUTIONS,FLEMING ANN ARBOR,MI,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,RELAY GRADUATE SCHOOL OF EDUCATION,1500000,GENERAL OPERATING SUPPORT,ST NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,REPAIR THE WORLD INC,300000,GENERAL OPERATING SUPPORT,NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,REPAIR THE WORLD INC,9540,GRANTEE CARE AND SUPPORT FUND,NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,REPAIR THE WORLD INC,125000,JEWISH SERVICE ALLIANCE EXPANSION (JCRIF RESET),NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,REPAIR THE WORLD INC,15000,PROJECT BAYIT,NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,REPAIR THE WORLD INC,3000000,STRATEGIC GROWTH AND CAPACITY BUILDING PLAN SUPPORT,NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,RESEARCH FOUNDATION OF THE CITY UNIVERSITY OF NEW YORK,100000,GENERAL OPERATING SUPPORT,STREET NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,RESONANCE CENTER FOR WOMEN INC.,50000,DENTAL ASSISTANCE FOR CLIENTS IN EMPLOYMENT PROGRAMMING,ELWOOD AVE TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,RESONANCE CENTER FOR WOMEN INC.,78000,EDUCATION SPECIALIST AND TCC COURSE COMPONENT,ELWOOD AVE TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,RESOURCE FOUNDATION INC,10000,GENERAL OPERATING SUPPORT,AVENUE NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,RESPECTABILITY,75000,JEWISH DISABILITY INCLUSION AND EDUCATION WORK,ROCKVILLE,MD,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,RESTORE HOPE MINISTRIES INC,75000,GENERAL OPERATING SUPPORT,PAGE BLVD TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,REVITALIZE T-TOWN,10000,GENERAL OPERATING SUPPORT,TH STREET TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,REWIRE NEWS GROUP,175000,GENERAL OPERATING SUPPORT,MCLEAN,VA,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,RI CENTER FOR PROGRESSIVE EDUCATION,250000,GENERAL OPERATING SUPPORT,ND FLOOR PROVIDENCE,RI,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,"RISE, INC.",200000,GENERAL OPERATING SUPPORT,WASHINGTON,DC,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,RIVER PARKS FOUNDATION,250000,TURKEY MOUNTAIN TRAILS PROJECT,TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,ROBIN HOOD FOUNDATION,1000000,POWER FUND MATCHING GRANT,FLOOR NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,ROCKEFELLER PHILANTHROPY ADVISORS INC,5000000,COLLABORATIVE FOR GENDER + REPRODUCTIVE EQUITY,FLOOR NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,ROCKEFELLER PHILANTHROPY ADVISORS INC,2000000,COLLECTIVE FUTURE FUND,FLOOR NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,ROCKEFELLER PHILANTHROPY ADVISORS INC,1000000,GENERAL OPERATING SUPPORT,FLOOR NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,ROI COMMUNITY - ISRAEL,2084000,,,,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,REGISTERED AMUTAH ROOT & REBOUND,200000,GENERAL OPERATING SUPPORT,OAKLAND,CA,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,"SADIE NASH LEADERSHIP PROJECT, INC.",118000,SUMMER INSTITUTE-SUMMER LEARNING,STREET NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,"7 DERECH BEIT LECHEM ST JERUSALEM, 93553 SFI GRANTS",38091079,,,,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,REGISTERED AMUTAH SECOND CHANCE STUDIOS,225000,,,,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,SEFARIA,200000,CREATING AN INCLUSIVE AND DIVERSE HOME FOR THE JEWISH TEXTUAL TRADITION AND CONVERSATIONS OF THE FUTURE,BROOKLYN,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,"SEXUALITY INFORMATION AND EDUCATION COUNCIL OF THE UNITED STATES, INC.",100000,GENERAL OPERATING SUPPORT,WASHINGTON,DC,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,SHALOM AUSTIN,1018,GENERAL OPERATING SUPPORT,HART LANE AUSTIN,TX,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,SHALOM HARTMAN INSTITUTE OF NORTH AMERICA,90000,CENTER FOR RELIGION AND STATE PLANNING GRANT,NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,SHALOM HARTMAN INSTITUTE OF NORTH AMERICA,200000,EXPANDING THE IENGAGE PROGRAM,NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,SHALOM HARTMAN INSTITUTE OF NORTH AMERICA,6660,GRANTEE CARE AND SUPPORT FUND,NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,SHALOM HARTMAN INSTITUTE OF NORTH AMERICA,25000,JEWISH COMMUNITY RESPONSE AND IMPACT FUND ALIGNED GRANT PROGRAM,NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,SHERWIN MILLER MUSEUM OF JEWISH ART INC,5000,GENERAL OPERATING SUPPORT,ST ST TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,SILICON SCHOOLS FUND INC,600000,ELEVATE GRANT INITIATIVE,BROADWAY OAKLAND,CA,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,SILICON VALLEY DE-BUG,375000,GENERAL OPERATING SUPPORT,AVE SAN JOSE,CA,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,SISTERREACH,150000,GENERAL OPERATING SUPPORT,CLARKE ROAD MEMPHIS,TN,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,SLINGSHOT FUND INC,100000,SLINGSHOT PHILANTHROPIC FELLOWSHIP,AVE NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,SOCIAL AND ENVIRONMENTAL ENTREPRENEURS INC.,100000,,,,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,SOUTH PEORIA NEIGHBORHOOD CONNECTION FOUNDATION,50000,GENERAL OPERATING SUPPORT,PEORIA AVENUE TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,SOUTHERN EDUCATION FOUNDATION INC INSTITUTIONAL DEPARTMENT,150000,OUTCOMES-BASED CONTRACTING FOR MATH TUTORING,ATLANTA,GA,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,ST LOUIS PUBLIC SCHOOLS FOUNDATION,250000,GENERAL OPERATING SUPPORT,STREET ST LOUIS,MO,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,STAND FOR CHILDREN LEADERSHIP CENTER,275000,ADDRESSING THE FAST-GROWING ANTIRACISM BACKLASH,PORTLAND,OR,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,STAND FOR CHILDREN LEADERSHIP CENTER,2000000,GENERAL OPERATING SUPPORT,PORTLAND,OR,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,STAND FOR CHILDREN LEADERSHIP CENTER,3000000,NINTH GRADE SUCCESS,PORTLAND,OR,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,STATE INNOVATION EXCHANGE PO BOX 260230,500000,PROJECT SUPPORT FOR THE REPRODUCTIVE FREEDOM PROGRAM,MADISON,WI,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,"CHARITY, TYPE 1 STEM TO THE FUTURE",30500,SUMMER LEARNING | FREEDOM SUMMER CAMP,LOS ANGELES,CA,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,STEPHEN C ROSE LEGACY FOUNDATION PO BOX 9070,45000,SUMMER LEARNING GRANT,PROVIDENCE,RI,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,STREET SCHOOL INC,50000,GENERAL OPERATING SUPPORT,YALE AVE TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,STUDENT ACHIEVEMENT PARTNERS INC.,286935,IPRT/IPG RESEARCH GRANT,ST NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,SUKKAT SHALOM INC,30000,JEWTINA Y CO. SUPPORT,KEYSTONE AVE RENO,NV,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,SURGE INSTITUTE,800000,GENERAL OPERATING SUPPORT,CHICAGO,IL,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,TAMID GROUP,600000,GENERAL OPERATING SUPPORT,SILVER SPRING,MD,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,TAMID GROUP,3240,GRANTEE CARE AND SUPPORT FUND,SILVER SPRING,MD,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,TAMID GROUP,300000,IMPACT ACCELERATION AND GROWTH,SILVER SPRING,MD,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,TEACH FOR AMERICA INC,1000000,GENERAL OPERATING SUPPORT,NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,TEACH FOR AMERICA INC,20000,TEXAS STORY RECOVERY SUPPORT [EMERGENCY SUPPORT],NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,TEACH PLUS INCORPORATED,1400000,GENERAL OPERATING SUPPORT,BOSTON,MA,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,TEACHERS COLLEGE COLUMBIA UNIVERSITY,100000,GENERAL OPERATING SUPPORT,STREET NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,TEACHERS COLLEGE COLUMBIA UNIVERSITY,474369,"RESEARCH ACTIVITY RELATED TO ""THE IMPACT OF INCOME ON BRAIN DEVELOPMENT DURING THE FIRST THREE YEARS OF LIFE.""",STREET NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,TEACHING LAB PO BOX 73008 WASHINGTON,500000,GENERAL OPERATING SUPPORT,,,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,TEACH-ORG INC,20000,PROMISE54 DEI ACCELERATOR PARTICIPATION,KINGS ROAD BRISANE,CA,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,"TECHNICAL ASSISTANCE COLLABORATIVE, INC.",25000,MEDICAID CRISIS RESPONSE,TH FLOOR BOSTON,MA,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,TEXAS LOW INCOME HOUSING INFORMATION SERVICE,325000,GENERAL OPERATING SUPPORT,TH STREET AUSTIN,TX,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,TEXAS TECH FOUNDATION INC PO BOX 41081,250000,CURRICULUM DESIGN WORK,LUBBOCK,TX,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,"THE 74 MEDIA, INC.",125000,GENERAL OPERATING SUPPORT,NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,THE ADMINISTRATORS OF THE TULANE EDUCATIONAL FUND,148500,U.S.-ISRAEL ENERGY RESEARCH INNOVATION CENTER AT TULANE UNIVERSITY,NEW ORLEANS,LA,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,THE AFIYA CENTER,100000,PROJECT SUPPORT FOR YOUR SISTAH ABORTION FUND,DALLAS,TX,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,THE ASPEN INSTITUTE INC,600000,EDUCATION PROGRAM,WASHINGTON,DC,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,THE ASPEN INSTITUTE INC,380000,RISING PRESIDENTS FELLOWSHIP,WASHINGTON,DC,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,THE BLUE CARD INC,150000,CRITICAL CARE NEEDS FOR HOLOCAUST SURVIVORS,NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,THE BRIGID ALLIANCE INC PO BOX 58,300000,GENERAL OPERATING SUPPORT,NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,THE BRONX DEFENDERS,100000,THE CENTER FOR HOLISTIC DEFENSE,ST STREET BRONX,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,THE CENTER FOR HOUSING SOLUTIONS INC,250000,EMERGENCY HOUSING,TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,THE EQUITY INSTITUTE,50000,DIVERSIFYING THE EDUCATOR PIPELINE,DYER STREET PROVIDENCE,RI,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,THE GOOD NATION FOUNDATION INC.,300000,FUNDER COLLABORATIVE TO TRANSFORM THE NYC DOC (RIKERS ISLAND),STREET NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,THE JED FOUNDATION PO BOX 412945,100000,GENERAL OPERATING SUPPORT TO THE S2I PROJECT,BOSTON,MA,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,THE JEWISH FEDERATION OF GREATER WASHINGTON,100000,AFGHAN REFUGEE RESETTLEMENT AND ADVOCACY,BLVD NORTH BETHESDA,MD,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,THE JEWISH FEDERATION OF GREATER WASHINGTON,10000,FEASIBILITY STUDY ON A NATIONAL UNITY SEDER ON THE NATIONAL MALL,BLVD NORTH BETHESDA,MD,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,THE OAKLAND PUBLIC EDUCATION FUND PO BOX 71005,71194,EMERGENCY SUPPORT FOR RECONSTRUCTION HIGH DOSAGE TUTORING,OAKLAND,CA,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,THE RHODE ISLAND COMMUNITY FOUNDATION ONE UNION STATION,100000,PROVIDENCE PUBLIC SCHOOL DISTRICT EMERGENCY SUPPORT FOR COVID,PROVIDENCE,RI,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,THE ROOSEVELT INSTITUTE,150000,GENERAL OPERATING SUPPORT,AVE NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,THE TRISTESSE GRIEF CENTER,10000,GENERAL OPERATING SUPPORT,ST STREET TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,"THE TRUSTEES OF PRINCETON UNIVERSITY OFFICE OF RESEARCH AND PROJECT ADMINISTRATION, PO BOX 0036",68856,"""INCARCERATION AND INCOME INSECURITY IN OLD AGE” RESEARCH PROJECT",PRINCETON,NJ,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,TIDES CENTER PO BOX 889385,750000,GENERAL OPERATING SUPPORT TO FAIR AND JUST PROSECUTION,LOS ANGELES,CA,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,TIDES CENTER PO BOX 889385,1260,GRANTEE CARE AND SUPPORT FUND,LOS ANGELES,CA,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,TIDES CENTER PO BOX 889385,150000,JEWS OF COLOR INITIATIVE,LOS ANGELES,CA,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,TIDES FOUNDATION PO BOX 889385,600000,GENERAL OPERATING SUPPORT,LOS ANGELES,CA,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,TIMES UP FOUNDATION,500000,TIME'S UP IN A TIME OF UNCERTAINTY,ENCINO,CA,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,TNTP INC,250000,ELEVATING COMMUNITY VOICES,FLOOR NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,TNTP INC,2500000,GENERAL OPERATING SUPPORT,FLOOR NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,"TRI-CITY COLLECTIVE, INC. PO BOX 14057",35000,SOCIAL JUSTICE THROUGH CREATIVE EXPRESSION,TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,"TRI-CITY COLLECTIVE, INC. PO BOX 14057",12000,SOCIETY'S CAGE PUBLIC ART PROJECT,TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,"TRUFUND FINANCIAL SERVICES, INC.",1000000,LAFAYETTE SQUARE FOUNDATION,STREET NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK,50000,CENTER ON POVERTY AND SOCIAL POLICY,STREET NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK,50000,"INTERDISCIPLINARY CONVENING OF REPRODUCTIVE JUSTICE AND ENVIRONMENTAL JUSTICE SCIENTISTS, ACTIVISTS, AND ADVOCATES TO STRENGTHEN CONNECTIONS FOR EVIDENCE AND ACTION",STREET NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,TULSA ADVOCATES FOR THE PROTECTION OF CHILDREN INC,26000,GENERAL OPERATING SUPPORT,ST STREET TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,TULSA AREA UNITED WAY,349985,GENERAL OPERATING SUPPORT,BOULDER AVE TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,TULSA BALLET THEATER INC,6000,GENERAL OPERATING SUPPORT,TH PLACE TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,TULSA BALLET THEATER INC,125000,UNDERWRITE 1921 TULSA RACE MASSACRE PERFORMANCE,TH PLACE TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,TULSA CHARITY FLIGHT NIGHT INC PO BOX 21228,50000,GENERAL OPERATING SUPPORT,TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,TULSA CHILDREN'S MUSEUM,1000000,DISCOVERY LAB CAPITAL CAMPAIGN AT A GATHERING PLACE FOR TULSA,MAYBELLE AVE TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,TULSA CHILDREN'S MUSEUM,10000,GENERAL OPERATING SUPPORT,MAYBELLE AVE TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,TULSA COMMUNITY COLLEGE FOUNDATION,15000,COVID RELATED EMERGENCY SUPPORT,TULSA,OK,char500:731312965_2021
